ID,Tweet,Label
2113,@USER If that was my missus horse heâ€™d fuck right off and have us chasing him like bell ends,No
2114,@USER Coming from a guy who worries more about straws than cleaning up failed shitty policies..now he knows best..lol,Yes
2115,"<USER> and I just got our new <USER> shirts. We're so damn sick, of being so damn sick ;)",No
2116,@USER @USER @USER Thatâ€™s a people Chicago hell gun control works in their town,No
2117,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Picked up some fire og today. It's really good but it's ugly as fuck I almost passed on it but he smoked a j with me and it's fu,Yes
2118,@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their asses kicked...vagina hats..lol pathetic ass,Yes
2119,@USER @USER You said gun safety laws. Funny. You mean gun control agenda. Your staffers must be editing your shit these days. Kudos to the minions.,Yes
2120,@USER I hope they beat his ass in private.,Yes
2121,@USER @USER Illinois strict ass gun control let's only the thugs and gang bangers have the guns which means a lot more violence,No
2122,@USER @USER @USER i really wish they could find someone better than Cuccinelli to represent Conservatives... he is the epitome of a douche bag used car salesman with a law degree.,Yes
2123,<USER> holy shit it was!!! Lmaooooo now that's funnier than the once upon a time Page asking me to follow them on Instagram lmao,No
2124,@USER Heard Jeff Hardy thought that the Stoneman Douglas victims were right and that gun control should be improved in the USA which pissed off Randy,No
2125,Unfortunately Yahoo! fantasy doesn't have 'likelihood of beating the shit out of a family member' as a sortable stat.,No
2126,@USER @USER @USER I know who she is but I've never seen her watch a Benfica games this takes shit to a new level,No
2127,@USER dick Drunk ..... itâ€™s the real deal.,No
2128,. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp; facial expressions were everything I see you ðŸ‘€ #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A fucking #ICON #BarbieDreamsVIDEO URL,No
2129,@USER damn hope you find some bitch ðŸ˜‚ I bought some yesterday LMAOOOO,No
2130,@USER Could you kiss his ass more? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL,Yes
2131,@USER I want to kiss your ass,No
2132,@USER fucking s league football HAHAHAH URL,No
2133,@USER @USER There should be a serious FBI investigation into this womanâ€™s motives behind this political hit job. This kind of shit is NEVER done to anyone other than conservatives. Such bullshit,Yes
2134,#OliviaOutsideTheGrammys screaming 'I'm Olivia Longott Bitch',No
2135,Fuck me up with that <URL> shit yes <URL>,No
2136,@USER What the earthy fuck is RACKET ABUSE?????? A fake-ass penalty. Have you ever put down the donuts and watched a men's match??????,Yes
2137,#fastmoney another dumb ass TIM doesn't know how software works!! Get your head right! #CNBC,Yes
2138,@USER you couldnâ€™t catch me letting some saggy whitey bitch talkin like this to me ðŸ˜« bitch eat dirt,Yes
2139,@USER On everything that shit is really sad smh,No
2140,Bow down bitches!!,Yes
2141,@USER bullshit My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams fans. No one is above the game.,Yes
2142,@USER im fucking sad also this gif is art,No
2143,@USER @USER The hell with the liberals. Move them all to California and build a wall on the east border,Yes
2144,Damn I wish I played tennis well. #muscles #USOpen2014 #lovemeanszero,No
2145,@USER I donâ€™t care if she is right or left go back to tv bitch one tv star in office is more than good #hollywoodisscum,Yes
2146,really wanna do some petty shit,No
2147,@USER And hereâ€™s me fucking ya mom URL,Yes
2148,@USER because im a broke ass bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while sheâ€™s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot ðŸ¤™ðŸ»,No
2149,@USER Empty headed bushie whore,Yes
2150,@USER @USER It's hard to say for sure because the thing was sooooooooo dark. Almost like DC hasn't learned a damn thing from their disastrous run of films.,No
2151,@USER god damn youâ€™re so fucking valid,No
2152,@USER tbh it catchy as fuck tho,No
2153,<USER> all the damn time,No
2154,26 ways to piss off a Chicagoan | <URL>,No
2155,<USER> Same it is tiring all the daily bullshit for real.,No
2156,"22 years old and wandering the streets of New York City the big apple from hell and beyond"" and still she is subject to the 'n' word and still other models call her 'n' person of the year and yet she cares but she is more afraid of ""u know who"".""",No
2157,@USER @USER oh shit you weren't joking... wtf,No
2158,@USER No nigga,No
2159,@USER fuck russ 110%,Yes
2160,@USER Who the fuck are you?,Yes
2161,@USER @USER thatâ€™s just cause the director a fucking beast but letâ€™s not act like christian bale ever fuck niggas up or had wavy fighting scenes,No
2162,@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,Yes
2163,@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved. And â€œaâ€ hollering? Are you seeing shit AND hearing voices?,No
2164,@USER This one is tough. Itâ€˜s too easy to hold a grudge but fucking hard to let go.,No
2165,@USER @USER fuck those terrorists in the ass,Yes
2166,@USER He should leak that shit anyways lol,No
2167,@USER @USER And ANTIFA IS pissed THEY WERENT INVITED !!!!!!!,No
2168,"3 days before BBC Radio 2â€™s Festival in a Day, they decide to tell us that their headline act isnâ€™t coming anymore. Thanks a lot, now Iâ€™ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me ðŸ˜‘ðŸ‘ðŸ»",Yes
2169,@USER You are that mean ass cousin we all hate lol,No
2170,@USER Well iWas cool my girl donâ€™t like shit popping out at her so it scared her a little when shit popped out,No
2171,@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory ðŸ¤¦ðŸ½â€â™€ï¸,No
2172,@USER @USER @USER way more accurate than most theories.Most history ancient Egypt ect is all made up BS . Itâ€™s all been fabricated for us I donâ€™t claim to know why.But if you start looking into history ect thereâ€™s no fucking proof of anything,No
2173,@USER @USER @USER @USER LOL!!! Throwing the bullshit Flag on such nonsense!! #PutUpOrShutUp #Kavanaugh #MAGA #CallTheVoteAlready URL,Yes
2174,"SNL' Star Pete Davidson Tells Trump: 'F*ck You, B*tch' <URL> Disgusting another reason to boycott SNL and their bullshit!",No
2175,@USER holy fuck,No
2176,@USER On everything that shit is really sad smh,No
2177,@USER @USER TRUMP IS A fucking asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU,Yes
2178,@USER is really THAT bitch wow,Yes
2179,@USER Love u bitch,No
2180,@USER I AM fucking SO fucking HAPPY,No
2181,<USER> fuck outta here. he wishy washy,No
2182,@USER thatâ€™s so fucked up omg in my old hs thereâ€™s open campus and for every period you skip thereâ€™s a 200 dollar fine lmaooo,No
2183,@USER U nasty bitch,Yes
2184,@USER She is really good for him and told him how he needed to straighten up. I like her and I like them together. Sometimes you just need someone who calls you out on your shit so you can become a better person ðŸ’–,No
2185,@USER same i just want to win so i can finally have a good pc and shit post in full body in vrc,No
2186,@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're,Yes
2187,@USER pussy and ass are âœŒðŸ¾different times. And I've NEVER in my black life ever ate chittlerings lol,No
2188,@USER @USER She can't tell her story while I was my car in the rain. Yes. She is a whore her life is just that. fuck People for money. This is no exceptions,No
2189,@USER Suck my dick,Yes
2190,Man they are throwing the shit out of that tape..,No
2191,. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp; facial expressions were everything I see you ðŸ‘€ #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A fucking #ICON #BarbieDreamsVIDEO URL,No
2192,"Yesterday was a million yrs ago In all my past lives I played an asshole Now I found you, it's almost too late &amp;this earth seems obliviating",No
2193,@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their asses kicked...vagina hats..lol pathetic ass,Yes
2194,@USER Another dumbass Democrat. One thing you have to say about this president is heâ€™s not lazy. Another bullshit story as usual,Yes
2195,All these sick ass ppl from school gave me something and now I have to chug down this nasty drink so it can go awayðŸ™ƒ,Yes
2196,@USER Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop shit n die,Yes
2197,@USER If he doesnt want to face the responsibility for his actions then he is in the wrong job. That is without taking into account him being a bit shit #AVFC #BRUCEOUT,Yes
2198,@USER You are sexy as fuck babygirlðŸ”¥ðŸ”¥ðŸ”¥,No
2199,@USER Yea thatâ€™s a crazy ass story. Like how do you go into the wrong apartment. Thereâ€™s numbers on doors. And wouldnâ€™t you notice as soon as you walk in and it ainâ€™t your shit ðŸ¤·ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸,No
2200,OH NOW YOU TAKE HIM???? FUCKING RIDICULOUS,No
2201,@USER The judge and some other guy need to come out and say they are lovers and have been since high school. That would really fuck with liberals. ðŸ˜Ž,No
2202,"@USER @USER @USER Gotta love when the uninformed point to Venezuela as though it's the inevitable result of socialism! Socialism? Venezuela!"" Gun control? ""Chicago!"" It's like watching a round of shitty Jeopardy, where no one knows a damn thing but",Yes
2203,@USER whoâ€™s the loser bitch lol you! fuck you #MAGA URL,Yes
2204,@USER @USER @USER shit I'M SAD!!! ðŸ˜£,No
2205,@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this? Why didn't faux Conservative Party use Khan's defence of 9/11 organiser? Why are the Conservatives so fucking useless? If you ask me it's deliberate as they share Labour',No
2206,@USER @USER fuck this !! He acted like The father of the girl killed at Parkland was a bug. Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy,Yes
2207,@USER because im a broke ass bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while sheâ€™s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot ðŸ¤™ðŸ»,No
2208,@USER @USER I'm not watching it ever again. Soccer anyone? That damn soccer game in TN looked like a winner to me. USA beat Mexico 1-0. Over 40k attended. I think Soccer can overcome football in the future.,No
2209,"@USER @USER How am I villifying him? He literally did have a 2 hour rant about imaginary bolsheviks and how women should just stop complaining. If you think that is no true wrong"""", then well, I got news for you buddy: it means you are as shitty as",Yes
2210,Grudin has such a hard-on for RG3...really? Calling a fumble a great play? 'magic of RG3' my ass.. kid lucked out,No
2211,@USER I canâ€™t cuz that nigga retarded smh,Yes
2212,@USER *as fuck Not ass fuck Although conservatives are fucking us all up the ass right now.,No
2213,@USER You are low class asshole You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for,Yes
2214,@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay Now people are upset because they're not gay PBS needs to put on a documentary teaching people how puppets are made...,No
2215,I feel like I could've done well on that exam but I also could've royally fucked it up,No
2216,<USER> Why in the hell can you guys not WAIT and give a warning of at least 1 day in advance...,No
2217,@USER @USER He was fucking murdered and all you can talk about is marijuana?,No
2218,@USER I am jealous. I would love to work in the White House with these fine people. hell I would dust the window's just to be a part of this fabulous time and team. God Bless you all. MAGA,No
2219,@USER get your shit together,No
2220,@USER no she was mumbling i couldnâ€™t hear shit she literally spoke w hand signs,No
2221,@USER NO bitch I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO bitch THIS IS FUN,Yes
2222,@USER @USER Holy shit pt 2,No
2223,@USER @USER @USER @USER @USER That was fucking fast holy shit lol,No
2224,@USER living up to his nickname tonight! fucking nightmare. #UFC228,No
2225,"@USER But still, i'm not even really trying to shit on Em. I just wanna know why everyone is saying he murdered"" MGK when the song was terrible. That's all. I absolutely get preferring Em, he is, and is gonna go down as the more successful artist.",No
2226,@USER Sounds like hot lesbian sex to me.,No
2227,Damn <USER> you're looking good! <URL>,No
2228,@USER @USER @USER ðŸ˜‚ðŸ˜‚ðŸ˜‚ He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! ðŸ™ˆðŸ™ˆ,No
2229,@USER @USER @USER @USER @USER @USER What kind of dumb shit am I gonna read next,Yes
2230,You can't see it but this is what your face looks like when your brother in law is trying to put his ass... <URL>,No
2231,After all my years of complaining im finally getting my bitch ass wisdom teeth out so I can stop fucking crying,No
2232,@USER shit getting out of hand,No
2233,"@USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because I've never actually spoken to someone who's like Yes, hockey should involve more punching people"" but",Yes
2234,@USER god I donâ€™t know how Your didnâ€™t punch Carole at the reunion. She is a smug asshole I know you are dealing with a lot. I hope you are well.,Yes
2235,@USER Ooooo damn Looks like a Rainbow! All Pretty And shit,No
2236,Just want this bullshit to be over......,No
2237,@USER GOOD bitch The hood missed you ðŸ˜‚ crazy thing is i just was saying how em smoke out by your house used to be lit everyday,No
2238,<USER> I just watched Dragon Age Redemption. It was awesome! U are 1 kick ass lady!,No
2239,@USER I'm with ya I played the beta last night I'm a fan since bad company 2 mind u and that shit was fucking awful other than the gunplay which I was fine with the graphics themself are spooky as hell it's too bright for me makes me nauseous,No
2240,@USER Holy shit how brainwashed can ya be?,No
2241,@USER Nike lost $3.75 billion after kaepernick was named face of â€œjust do itâ€ bullshit,Yes
2242,@USER @USER @USER No I donâ€™t know that nor do you....in fact a claim like that is bullshit Imagine if we had never enacted clean air regulations years ago in the U.S....but wait! YOU DONâ€™T HAVE TO IMAGINE...just look at the air quality in China,Yes
2243,"@USER Who the hell does @USER think he is to say that Dr Ford is mixed up"" and is not to be believed. He is only showing his stunning ignorance about the issue and his partisan bias. He hasn't even heard what Dr Ford has to say nor does he know her",No
2244,@USER fuck you dope. Not a Fox watcher. Independent voter that will never vote left. Your Party is dangerous.,Yes
2245,@USER @USER @USER Thatâ€™s a people Chicago hell gun control works in their town,No
2246,@USER @USER Good shit my bad though,No
2247,<USER> :D can't wait to see more Hell On Wheels!!,No
2248,@USER @USER oh shit you weren't joking... wtf,No
2249,"@USER GIVE ME A fucking MIC""""",No
2250,@USER @USER YES bitch,Yes
2251,@USER @USER @USER @USER And youâ€™re just another Twitter asshole #Muted,Yes
2252,@USER Oh fuck yeah,No
2253,@USER @USER I want to see this corrupt bitch in Gitmo for her birthday URL,Yes
2254,@USER nigga weâ€™re going next week,No
2255,"If people are offended by <USER> calling you an old fart, you should read his tweets. People beg him to call them bitch. #compliment",No
2256,5- Most epic moment in 3 sentences GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS shit TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL,No
2257,@USER So what ur saying is that it is in fact chicken shit and you are eating chicken shit URL,No
2258,Ima bitch slap somebody if Ethan doesn't reach 1 mil today #EthanTo1Mil <USER>,No
2259,Honestly so tired of doing everything for everyone and getting shit on in return,No
2260,@USER Typical sore loser he IS as always! Piece of shit,Yes
2261,@USER @USER fuck you. You are disgusting animals and your editor who approved the â€œnewsâ€ is a bag of shit,Yes
2262,@USER @USER As Iâ€™m watching it Bentley kept looking at me ðŸ˜‚ he being crate trained again so we good for now. He only allowed out to eat pee and shit and occasionally play time ðŸ˜‚ðŸ˜‚ðŸ¤·ðŸ¾â€â™€ï¸,No
2263,@USER damn that headgear is lit sucks im not on pc ubi plz for console to,No
2264,@USER ANCIENT HOMIES COULDNT HAVE cock cock FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,No
2265,@USER fucking liar she was happy to play kate nash when you asked her,Yes
2266,@USER Go out like Seinfeld and cancel the series while it's hot! Jk don't you fucking dare. This better have a 50 issue plan.,No
2267,"@USER @USER @USER You are full of shit Sweetie""""",Yes
2268,@USER @USER @USER OMG what fuckin kind of this beauty TT,No
2269,@USER The team even know he is ass,Yes
2270,@USER bitch better serve,Yes
2271,@USER This is like when shitty restaurants advertise their â€œvoted #1 world famous crabcakesâ€ but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,Yes
2272,literally never coming out of my room everyone can fuck off,No
2273,I liked a <USER> video <URL> Take a Knee My Ass,No
2274,"@USER @USER Or maybe this...The very fine people"" the dipshit ""president"" was talking about. Antifa isn't the ""left"". They're a fringe, far left, anti fascist movement. To lump the ""left"" in as antifa is to lump the """"right"""" in with the neo nazi's",Yes
2275,@USER @USER @USER You are goddamn right both sides will be heard. We want the TRUTH Kavanaugh. Republicans better not put party above country.,No
2276,@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click,No
2277,@USER Comey has pissed on the us Constitution..he is a rat and needs to go away or face consequences,No
2278,"@USER Screw you and that keep up"" shit honestly ðŸ˜‚""",No
2279,@USER Youâ€™re welcome! Yo! @USER and I were holding up a casual tournament watching you. Good shit,No
2280,@USER Good shit Kaepernick is a great model for young kids who play football to stand up for what they believe in,No
2281,<USER> lookin forward to seeing <USER> kick <USER> ass,No
2282,@USER WHAT I SAY ABOUT BEING A LITTLE pussy AND SAYING shit BEHIND PEOPLE'S BACK,Yes
2283,@USER @USER @USER Listen here lady my tweet was about the fact that Iâ€™m sick of hearing about trump every time I listen to news. Idk where the fuck you get off trying to spin it in to some sort of racial situation! YOU are part of the problem. Stop turn,No
2284,<USER> hell yeah!,No
2285,@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory ðŸ¤¦ðŸ½â€â™€ï¸,No
2286,"<USER> and I just got our new <USER> shirts. We're so damn sick, of being so damn sick ;)",No
2287,@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit Idk. Might not me but that ass looks exactly like hers ha,No
2288,@USER @USER Word cause her music SLAPS THERE'S NO REASON SHE SHOULDN'T BE SELLING OUT BIG ass SHOWS (idk if she is or isn't but she DESERVES),No
2289,@USER @USER Cute as fuck ðŸ¤—,No
2290,@USER @USER Who the hell do you think you are little Eddie,Yes
2291,@USER Uhhh no. Sadam gassed the shit out of the Kurds (sp?),Yes
2292,@USER @USER @USER No he was not! He scary as hell thats what he is!,No
2293,@USER @USER @USER Donâ€™t get on here saying that type of dumb shit,Yes
2294,@USER @USER I believe he is doing great with the @USER is finding out how hard it is to actually work with a team that canâ€™t cheat and get away with it...what a terrible place to find that out...the asshole of America,Yes
2295,You know you've done a good job at work when you scare someone so bad they flip you off#haha#you scared as shit,No
2296,@USER HOLY shit NO WAY,No
2297,@USER @USER She can't tell her story while I was my car in the rain. Yes. She is a whore her life is just that. fuck People for money. This is no exceptions,No
2298,@USER yea your the bitch on the right getting smacked URL,Yes
2299,-____- No other 1st world country has bullshit like this because they don't have bullshit problems like this fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control URL,Yes
2300,Best Relationship Matches: Single people and shutting the fuck up about how you wish you weren't single.',Yes
2301,@USER Heâ€™s a dumb ass,Yes
2302,@USER He doesnâ€™t know if he should slam Manifort or suck up to him. He doesnâ€™t know if he should worry about Junior and Kushner or not. He is mad as hell but knows that he canâ€™t just fire Mueller so he is busy puking in the bathroom now that,No
2303,"Number 2 is my NEW SHIT!!! Netflix, watch out! <URL>",No
2304,".@USER I'm not installing your shitty app, but put me down for 100% for the second amendment/campus carry, 100% against gun control except violent felons"". URL",Yes
2305,"Stupid, Stupid, Stupid. The counselor advisor jackass to the head Jackass is stupid. <URL>",No
2306,@USER damn what i would do to be able to eat that pussy,Yes
2307,". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan â¤ï¸",No
2308,@USER @USER @USER Exactly! She was sorry till she found people to cosign her bullshit Idiots. The pair of them.,Yes
2309,@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent,Yes
2310,@USER @USER Thats silly when the 90s cartoons made him popular as fuck,No
2311,@USER slap the shit outta her,Yes
2312,Omg a tweet from R. Goldman's sister showed up on my TL while I'w watching this. Creepy shit,No
2313,@USER What kind of classes are you taking? You have ass homework? Is this an anatomy class?,No
2314,@USER Duck ass shit not funny,No
2315,@USER hell no!!!!!,No
2316,@USER hell ya,No
2317,@USER At least youâ€™ve been some type of fucked,Yes
2318,@USER So youâ€™re saying THIS official is suppose to go back and recall every other violation that was let go and than rule? Silly ass argument. She was out of line he called it. Thatâ€™s like saying billy Martin didnâ€™t get thrown out in 1975 so,No
2319,@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.,Yes
2320,@USER @USER Birch me too.. da fuck,No
2321,@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt,Yes
2322,@USER nigga you are tweeting in the shower ???? I hope Siri drown,No
2323,Ain't that the pot callin the kettle a nigga',Yes
2324,@USER BONO IS AN asshole,Yes
2325,@USER fuck Alan Iâ€™m sorry,No
2326,@USER @USER @USER Please can I have some of whatever it is youâ€™ve been smoking? Thats some top quality shit youâ€™re coming out with.,No
2327,<USER> <USER> Youre just a rude bitch huh or is it youre jelouse she has millions while youre a broke hoe,Yes
2328,@USER Never nigga ðŸ’€ðŸ’€,No
2329,@USER We in this bitch together ðŸ’ðŸ½â€â™‚ï¸,No
2330,@USER Any amount you shit fuck,Yes
2331,@USER Lol they have no idea Nazis were socialist. Their complete inability to grasp reality is so mind blowing. Antifa is no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.,No
2332,@USER @USER LMAOOO fucking love you see you hotties soon xox,No
2333,@USER He blocked me a long time ago after one response that called him out for lying. He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him. A complete douchebag,Yes
2334,<USER> happpy birthday bitch ass who doesnt help me out but still love yew kinda,No
2335,The shit you left doesn't cover the two months of free rent that you had. I think that's all that really needs to be said.,No
2336,@USER He is about as useless as a tit on a hog just saying ðŸ˜Ž,Yes
2337,@USER ??? what the fuck ??,No
2338,@USER LMFAOOO IMAGINEEE but even if i did i wouldnâ€™t say shit cos this fandom would go on fire,No
2339,@USER @USER Issss nigga fall asleep on soft after this,No
2340,@USER bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,Yes
2341,Jay Z is going to be so pissed that his wife is dancing with a 12 year old girl.,No
2342,Fuck you niggas who don't like she ride a dick just like a bike rockemboy that's my new name,Yes
2343,@USER I ainâ€™t fucking w/u today lol,No
2344,@USER this high road shit doesn't work on Trump/Conservatives/Republicans/GOP/MAGAts no more mister nice guy. As @USER says they go low we go for the jugular. They have to be stopped.,No
2345,@USER @USER I hate 7 year old faggot Logan fans like you,Yes
2346,"If you were the virgin Mary and heard the song 'Mary, did you know?' wouldn't you be super offended? I'd be like, no shit.",No
2347,Honestly we all know heâ€™s stupid but what is actually surprising is how dumb and easily persuaded the people of our country are .. heâ€™ll say shit like this and every white redneck is screaming â€œYEAH MAGA BABYâ€ URL,No
2348,McMath is in beast mode! Damn you Philly keeper.,Yes
2349,I just might have a bitch fit i'm so sick of bullshit. And no i don't wanna talk about it or i will blow the Fuck up!,Yes
2350,@USER Go to hell This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! #MAGA #Trump2020,Yes
2351,"<USER> Well, fuck...",No
2352,@USER bullshit People died because of an incompetent government in Puerto Rico. And you can start with that mayor. Stop lying Gutierrez.,Yes
2353,@USER Start by not tweeting pussy ass shit,Yes
2354,@USER I miss you bitch,No
2355,This shows got more twist than Mcdo's twister fries Holy fucking shit Annalise,No
2356,@USER //xD Well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!,Yes
2357,@USER Holy shit thank you so much. Up until the Mine craft I that that because it wasn't on TV anymore that it had ended. I was very very wrong.,No
2358,@USER @USER @USER @USER @USER @USER @USER fuck yes now i have someone to pressure me to get into every pit that opens up,No
2359,@USER She donâ€™t never have on pants and she is forever throwing up the peopleâ€™s eyebrow with her pinched nose ass URL,Yes
2360,@USER @USER Well he is really really smart and nothing Woodward wrote in is book is true. Good Lord this is the shit We see it and hear it everyday all day. Did we really need a Op-ed or a book?,No
2361,@USER nigga keep tryna play both sides lol,No
2362,@USER ðŸ’€yo ass probably playing it on super easy too smh go home,No
2363,@USER hell ya,No
2364,@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness she is a child and this officer could have handled this better. Sorry he needs to be fired,No
2365,@USER IM VERY HORIBBLE AND shitty THATS HOW I AMðŸ˜­,No
2366,Oh you piss me the fuck off sometimes...,Yes
2367,Oh hell no on so many levels!!!!! <USER> <USER> <USER> #MamaPopeLives,No
2368,@USER @USER Nobody voices opinions in this country louder than conservatives so idk what the fuck he's on about,No
2369,Chelsea Handler Hits Back At Heather McDonaldu2019s Boss From Hell Claims: u2026 READu00a0ON <URL>,No
2370,@USER Please and that bitch will get popped and end up with a lump like her dumb ass sister ðŸ’€,Yes
2371,@USER itâ€™s like saying youâ€™re pale! you live in the north pole! bitchass dipfuck,Yes
2372,@USER Holy shit He is still alive?,No
2373,@USER Josh I am not fucking a loli robot,No
2374,@USER @USER @USER Well if Osuna did do that than he's the ass Not really sure why you went there. Are you claiming I punch women? If you are sir you are the asshole and completely wrong. My tweet had nothing to do with Osuna it was a clear fact tha,Yes
2375,@USER Sounds like hot lesbian sex to me.,No
2376,@USER @USER fuck the Steelers bah on my mama thatâ€™s some racist shyt they doing donâ€™t wanna pay that dude and call him selfish for not wanted to report,Yes
2377,@USER i BREATGE in kpop stan u nigger,Yes
2378,These bitches getting off at 10 are just sitting around. Can't wait to pick up their slack and hopefully get out by 11? #GillyGirlProblems,Yes
2379,"@USER You are the one that left on his own. I'm not your daddy to tell you to stay, even if I do, you won't anyway."" There's just no in hell way that Cerberus would ever be soft to Dante and respect him right? Two can play at this game.""",No
2380,@USER Omg thatâ€™s fucking crazy.,No
2381,@USER He spelled Big dick wrong.,No
2382,@USER @USER I saw that but i dont think thats a tattoo. It looks like that fuckin fashion fabric string or some shit Idk. Might not me but that ass looks exactly like hers ha,No
2383,@USER nigga say he a stretch big ðŸ’€,No
2384,@USER haaaaaa cause it never happened so if ye gonna tweet shit make sure itâ€™s fact kid ðŸ™„,Yes
2385,Russia: Stop Hunting Pussy Riot Members! - Act w/ <USER> <URL>,No
2386,"DWP making my life hell right now, horrible day, wish the bastards would just leave me alone",No
2387,Like we will continue to say... YALL ARE CRAZY FOR LETTING THIS STUPID ASS BE PRESIDENT <URL>,Yes
2388,Fucking spiders. #HarryPotterForever,No
2389,@USER @USER @USER Please can I have some of whatever it is youâ€™ve been smoking? Thats some top quality shit youâ€™re coming out with.,No
2390,"<USER> o, you wear a bandana and eyeblack smeared down your face and it's overcast/storming out. Bad ass you are.",No
2391,A bitch just be minding her business ðŸ’ðŸ½ðŸ˜‚,No
2392,JCARP HAS A HUGE DICK,No
2393,@USER @USER @USER I love it when the Liberals say the word debunked kind of like when Hillary said it and she said it with such anger and forosity you knew she meant it but it was all bullshit,Yes
2394,Beer barbeque and the Lakers. Hell Yeah Friday night!,No
2395,@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're,Yes
2396,You can't treat people like shit and then expect them to love you.,No
2397,@USER All that shit was hers URL,Yes
2398,4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control bullshit .. F'off Feinstein/Obama! URL via @,No
2399,@USER shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit,Yes
2400,if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass,No
